标题,UP主,播放数,弹幕数,评论数,时长,发布时间,BV号,链接,category
一口气看完，那些让人哭笑不得的奇葩冷知识！！！,十四-Y,55947,135,21,17:48,1727058163,BV1BjsUeXE2e,https://www.bilibili.com/video/BV1BjsUeXE2e,科普
2025/5/28【震撼】这一集的內容有点多 | 老高与小茉,老高与小茉最新,291133,1313,445,34:38,1748450383,BV1DSjBznEky,https://www.bilibili.com/video/BV1DSjBznEky,科普
中国至今未被揭秘的UFO事件,神秘档案局MAB,795503,313,129,10:21,1748517335,BV1Pu7Lz5EBo,https://www.bilibili.com/video/BV1Pu7Lz5EBo,科普
颠覆性发现：我们可能活在黑洞里！大爆炸并非宇宙开始,徐德文科学频道,123413,95,587,2:54,1749804472,BV1r8MuzAE88,https://www.bilibili.com/video/BV1r8MuzAE88,科普
4.1 欧拉两相流入门课,计算传热学大叔,4280,0,0,,0,,https://www.bilibili.com/video/,科普
宇宙在坠毁前全部的历史！ ｜ 老高與小茉 Mr &amp; Mrs Gao|||宇宙在坠毁前全部的历史！ ｜ 老高與小茉 Mr &amp; Mrs Gao,老高与小茉实况,35020,17,14,20:5,1749801759,BV1R7MMzHEoe,https://www.bilibili.com/video/BV1R7MMzHEoe,科普
焊接是什么原理？ #科普 #解压 #焊接 #物理,好奇万花筒,1212736,61,186,0:58,1748876044,BV1YY7SzREYG,https://www.bilibili.com/video/BV1YY7SzREYG,科普
地球秘史！,不嘚瑟都掉毛,1399924,4658,1748,11:39,1657372550,BV1n94y197nQ,https://www.bilibili.com/video/BV1n94y197nQ,科普
兔子是怎么把坦克卖出去的？【军事榨菜22】,花岗岩工作室,2092981,6325,2917,20:1,1736244300,BV1PirSYoEYA,https://www.bilibili.com/video/BV1PirSYoEYA,科普
【睡眠科学】哪有什么熬夜不老？都是大脑透支在负重前行,王阿华的解忧平行宇宙,2952342,6515,6543,13:47,1693055676,BV1pj41127Rc,https://www.bilibili.com/video/BV1pj41127Rc,科普
中国古建筑速成系列课程,斗拱爷爷,53838,0,0,,0,,https://www.bilibili.com/video/,科普
“半人半猿”的世纪谜案，DNA终于说话了！,脑洞科普站,26238,51,161,10:1,1749479106,BV1FMTizuEmX,https://www.bilibili.com/video/BV1FMTizuEmX,科普
【基德】如何比宇宙极限速度更快？,吟游诗人基德,3023885,6330,2011,10:17,1670644962,BV19d4y1s7sf,https://www.bilibili.com/video/BV19d4y1s7sf,科普
轧钢工厂的环境多苦？ #科普 #解压 #轧钢 #涨知识,好奇万花筒,859540,72,88,1:14,1749808800,BV1gXMuz7ELp,https://www.bilibili.com/video/BV1gXMuz7ELp,科普
前方高能！神秘上古核大战导致1.6亿人死亡！,神秘事件Sunrise,363527,717,420,17:7,1674826091,BV1SG4y1Q7GH,https://www.bilibili.com/video/BV1SG4y1Q7GH,科普
这也是虾？常见食用虾类图鉴二,龙女之声,394881,1982,704,14:52,1748773180,BV1Zx76zBEqf,https://www.bilibili.com/video/BV1Zx76zBEqf,科普
吴晓波：影响商业的50本书,吴晓波频道,468690,0,0,,0,,https://www.bilibili.com/video/,科普
你吃的药都是这样做的！放大1500倍，看见结晶瞬间,亿点点不一样,7328879,6604,2722,12:47,1707296400,BV11K42117An,https://www.bilibili.com/video/BV11K42117An,科普
人类身体上都有哪些脆弱到不合理的地方？,老洋人科普,641526,5,23,2:0,1746970200,BV1UrVozZEto,https://www.bilibili.com/video/BV1UrVozZEto,科普
2025/04/30【搬运·老高与小茉】今年最震惊的一个消息，从一个神人口中说出的，完全另一个版本的2025年7月5日的大灾难,布莱德_睿,500025,1690,1355,27:12,1746072845,BV1CCGYzLECn,https://www.bilibili.com/video/BV1CCGYzLECn,科普
谷歌最惊人10大发现！卫星拍摄的恐怖画面，第一名游客当场吓尿,最TOP科普,10,0,0,43:42,1750137037,BV1sBNYzPEnh,https://www.bilibili.com/video/BV1sBNYzPEnh,科普
【男生慎入】为什么女生有“乳房高潮”？| 情侣同房系列38期,房房别闹,763323,108,7,2:16,1723972302,BV1RE4m1X74y,https://www.bilibili.com/video/BV1RE4m1X74y,科普
影响万物，但你永远看不见的反物质到底是什么？,宇宙世界0,90103,4,11,51:2,1749996000,BV1o1MszTEtH,https://www.bilibili.com/video/BV1o1MszTEtH,科普
央视纪录片《地球成长史》,白云沧月,1082996,17503,950,96:58,1468506370,BV1is411y7NN,https://www.bilibili.com/video/BV1is411y7NN,科普
平衡针- 广亮老师,广亮老师,8578,0,0,,0,,https://www.bilibili.com/video/,科普
为啥古代钱都这么奇怪？一期带你认识古代货币！,浪花姜,542206,2289,886,23:0,1749552000,BV1XzTkz3EKe,https://www.bilibili.com/video/BV1XzTkz3EKe,科普
【全320集】生活中的 化学，这个系列视频包含多个主题，旨在以有趣的方式进行科普启蒙，满足孩子的好奇心,思思动画库,204850,35,3,70:15,1749367788,BV1P4TDzpESd,https://www.bilibili.com/video/BV1P4TDzpESd,科普
【吴国盛】科学通史 （全39讲）,羲北偏北,371992,3584,425,1065:9,1509257335,BV1Ax411E7g5,https://www.bilibili.com/video/BV1Ax411E7g5,科普
人类发源地非洲，为什么现在卷不出一个大国？【为什么历史42】,太阳星sunstar,3935473,7848,5862,8:12,1673604900,BV1B24y1a7v1,https://www.bilibili.com/video/BV1B24y1a7v1,科普
专家建议，拉丝的粽子不能吃？新闻学持续上分！,大雷的食品科普日常,687122,1249,3021,3:51,1749131579,BV1NrT4zREQ7,https://www.bilibili.com/video/BV1NrT4zREQ7,科普
【限时5折】刘擎哲学大师课：探究自我、他人与世界,刘擎教授,1238198,0,0,,0,,https://www.bilibili.com/video/,科普
【F1科普】Halo系统:当赛车翻滚时是谁挽救了周冠宇的生命,极速章鱼F1,116726,81,103,7:19,1749397800,BV1BgTRzSE3P,https://www.bilibili.com/video/BV1BgTRzSE3P,科普
一位男性大量摄入了网购的毒蘑菇，这是他的大脑发生的变化,Chubbyemu,2390883,9905,3070,13:24,1734840000,BV1jtk8YsEFa,https://www.bilibili.com/video/BV1jtk8YsEFa,科普
将现实中的某一瞬间放慢后的世界是什么样的,大禹世界说,6899,0,2,1:2,1750138226,BV1p1NYzbEoc,https://www.bilibili.com/video/BV1p1NYzbEoc,科普
洛圣都线下GTA？美国社会深层矛盾大爆发？,世界见闻录,319050,1109,569,10:11,1750154700,BV1WCNvzBEdE,https://www.bilibili.com/video/BV1WCNvzBEdE,科普
朴正熙和金日成的殊途歧路，如何区分极权和威权主义【概念科普02】,认真的阿真,314887,1432,2549,15:31,1747994700,BV1Y4JxzbEcy,https://www.bilibili.com/video/BV1Y4JxzbEcy,科普
【限时5折】孟庆延：经典社会学思想20讲,孟庆延,1122985,0,0,,0,,https://www.bilibili.com/video/,科普
【避坑科普】为什么沙溢减肥后明显变老？揭秘其背后科学原理。,猫叔慢跑,369143,289,674,5:54,1747558800,BV1B8ExzYEaH,https://www.bilibili.com/video/BV1B8ExzYEaH,科普
这个人类最难的问题，如今有答案了吗？,新石器公园,1120801,5953,4019,23:28,1712232000,BV1pJ4m1578c,https://www.bilibili.com/video/BV1pJ4m1578c,科普
谷歌最惊人10大发现！卫星拍摄的恐怖画面，第一名游客当场吓尿,最TOP科普,10,0,0,43:42,1750137037,BV1sBNYzPEnh,https://www.bilibili.com/video/BV1sBNYzPEnh,科普
影响万物，但你永远看不见的反物质到底是什么？,宇宙世界0,90103,4,11,51:2,1749996000,BV1o1MszTEtH,https://www.bilibili.com/video/BV1o1MszTEtH,科普
【避坑科普】为什么沙溢减肥后明显变老？揭秘其背后科学原理。,猫叔慢跑,369143,289,674,5:54,1747558800,BV1B8ExzYEaH,https://www.bilibili.com/video/BV1B8ExzYEaH,科普
【F1科普】Halo系统:当赛车翻滚时是谁挽救了周冠宇的生命,极速章鱼F1,116726,81,103,7:19,1749397800,BV1BgTRzSE3P,https://www.bilibili.com/video/BV1BgTRzSE3P,科普
Kurzgesagt科普：发烧让你感觉很可怕，但实际上却很棒,Kurzgesagt-科普,631170,967,1043,13:0,1723691299,BV1cw4m1k7sc,https://www.bilibili.com/video/BV1cw4m1k7sc,科普
VASP视频教程-从初阶到高阶,中科科英,40,0,0,,0,,https://www.bilibili.com/video/,科普
物理科学小实验，让你的思维瞬间沸腾,正速手工,2642478,5,2,3:6,1739961780,BV1uFw9ehE9S,https://www.bilibili.com/video/BV1uFw9ehE9S,科普
宇宙巨型结构,宇宙-探索,8135,23,13,29:26,1749605066,BV1SCMjziE2b,https://www.bilibili.com/video/BV1SCMjziE2b,科普
疼痛在保护我们？没有它，你可能一天也过不下去。,医学边界,549611,2071,765,11:10,1681374132,BV1BX4y1r7oq,https://www.bilibili.com/video/BV1BX4y1r7oq,科普
将现实中的某一瞬间放慢后的世界是什么样的,大禹世界说,6899,0,2,1:2,1750138226,BV1p1NYzbEoc,https://www.bilibili.com/video/BV1p1NYzbEoc,科普
宇宙里有什么全看吨位,严伯钧,13546,11,55,4:22,1750132800,BV1xSMxzWEgK,https://www.bilibili.com/video/BV1xSMxzWEgK,科普
寻找博尔赫斯｜集结北大、南大、社科院等西语名师,译文经典重读,25407,0,0,,0,,https://www.bilibili.com/video/,科普
如果一台机器可以随意许愿，那它的原理是什么？,上将王司徒,227463,354,382,2:29,1749726000,BV1KzTfzjECJ,https://www.bilibili.com/video/BV1KzTfzjECJ,科普
【全350集】DK儿童百科，每天一集涨知识，孩子必看自然科普动画纪录片,就要考第一,115691,12,1,42:42,1749111468,BV1k4TxzLEbG,https://www.bilibili.com/video/BV1k4TxzLEbG,科普
阴差阳错 撼动世界的游戏引擎,老奇好好奇,2237476,11774,5597,32:45,1680426000,BV1Hk4y1q7Rz,https://www.bilibili.com/video/BV1Hk4y1q7Rz,科普
母亲从小刻意对儿子进行恋母教育，期待成年后实践不可描述，并运营一个母子“回家”群在不同母亲之间共享儿子。是否违法？【法律科普】,第七翼刀,548219,8137,5533,6:24,1749376800,BV1tvTmzJEH6,https://www.bilibili.com/video/BV1tvTmzJEH6,科普
科普,摇宝夫妇,980321,10,6,1:16,1744882067,BV1Tv5izKEmJ,https://www.bilibili.com/video/BV1Tv5izKEmJ,科普
【正版】曾仕强讲解《易经的智慧》,曾仕强学堂,812782,0,0,,0,,https://www.bilibili.com/video/,科普
冷知识！,每天学习涨知识,5008130,1,1,6:49,1716723739,BV1JJ4m137UM,https://www.bilibili.com/video/BV1JJ4m137UM,科普
恒星是怎样消失的？,宇宙揭秘L,6853,13,4,26:32,1749284339,BV19yT5zPEQE,https://www.bilibili.com/video/BV19yT5zPEQE,科普
【全350集】DK儿童百科，每天一集涨知识，孩子必看自然科普动画纪录片,就要考第一,115691,12,1,42:42,1749111468,BV1k4TxzLEbG,https://www.bilibili.com/video/BV1k4TxzLEbG,科普
【震憾】千年后，人类的进化！！！,猫猫瞅瞅,210,0,2,25:54,1750217400,BV1nRNvzcEUo,https://www.bilibili.com/video/BV1nRNvzcEUo,科普
（科普频道）女大学生挤奶教程，望别在警告了！！大学生呢,eegz068,42927,0,21,2:12,1732719504,BV1bVBRYKEcd,https://www.bilibili.com/video/BV1bVBRYKEcd,科普
波浪理论：基础课第二、三章：波浪结构与波浪口诀,陈翔波浪理论,12623,0,0,,0,,https://www.bilibili.com/video/,科普
日本如何隐藏无家可归者,动物观察所所长,331553,483,1540,16:20,1749317936,BV1bbT1z1Egy,https://www.bilibili.com/video/BV1bbT1z1Egy,科普
如果一台机器可以随意许愿，那它的原理是什么？,上将王司徒,227463,354,382,2:29,1749726000,BV1KzTfzjECJ,https://www.bilibili.com/video/BV1KzTfzjECJ,科普
恒星是怎样消失的？,宇宙揭秘L,6853,13,4,26:32,1749284339,BV19yT5zPEQE,https://www.bilibili.com/video/BV19yT5zPEQE,科普
#硬核科普 为14亿人供电有多难？,国家电网,475699,1390,1704,11:38,1747799363,BV1cSJqzVEXD,https://www.bilibili.com/video/BV1cSJqzVEXD,科普
当植物追杀动物时，动物却毫无退路……,纪录频道Nature,2524821,8138,1606,12:14,1710510775,BV1ew4m1R7aw,https://www.bilibili.com/video/BV1ew4m1R7aw,科普
乳腺癌基础知识讲解,Biotech视野,14,0,0,,0,,https://www.bilibili.com/video/,科普
【不废话】双胞胎可以骗过人脸识别吗？,不废话の君,470926,8666,702,3:9,1749272338,BV1jcTjzGEJ6,https://www.bilibili.com/video/BV1jcTjzGEJ6,科普
1个半小时能产生多少个天命人？,糟糕的历史-听文知,1424526,12799,1345,88:24,1743721200,BV1waZUYbEKc,https://www.bilibili.com/video/BV1waZUYbEKc,科普
什么工作竟如此解压？！,机械庞克,315899,490,204,3:30,1748002800,BV1BAjHzUEeU,https://www.bilibili.com/video/BV1BAjHzUEeU,科普
谷神星揭秘,宇宙-探索,5452,21,5,24:19,1750138524,BV1n2NYzZEB8,https://www.bilibili.com/video/BV1n2NYzZEB8,科普
科普,亽鷗,24,0,0,21:11,1662615466,BV1qP41137yG,https://www.bilibili.com/video/BV1qP41137yG,科普
寻找意义：中西哲学大师课|赵汀阳、陈嘉映领衔主讲,国开音像社,267287,0,0,,0,,https://www.bilibili.com/video/,科普
走进交医！健康科普UP主交流日精彩集锦,医健三连充电站,4716,6,7,2:51,1750141255,BV1EiNizAEkv,https://www.bilibili.com/video/BV1EiNizAEkv,科普
太平洋有多大，真实的太平洋超乎你的想象,全Qiu都知道,1241009,1680,1621,3:37,1729820036,BV1gryyYfEB4,https://www.bilibili.com/video/BV1gryyYfEB4,科普
区别这么大？老师带我们深入探索药丸剂型之间的差异。-【冷却报告】,冷却报告,352806,620,187,8:25,1722053789,BV1cb421J7of,https://www.bilibili.com/video/BV1cb421J7of,科普
母亲从小刻意对儿子进行恋母教育，期待成年后实践不可描述，并运营一个母子“回家”群在不同母亲之间共享儿子。是否违法？【法律科普】,第七翼刀,548219,8137,5533,6:24,1749376800,BV1tvTmzJEH6,https://www.bilibili.com/video/BV1tvTmzJEH6,科普
网络热门长虫视频(96)男子在40天内被毒蛇咬伤7次？竟然还活着！,世界记忆大师龙雅,1912463,2088,2640,9:46,1749983400,BV1k9M2z3EWM,https://www.bilibili.com/video/BV1k9M2z3EWM,科普
股票·跟势交易系统—初级,李柄增一跟势交易,46123,0,0,,0,,https://www.bilibili.com/video/,科普
为什么鸡不会被饿死,欢快纪录片传奇,97801,36,200,1:34,1749685767,BV1DRMpzpEgW,https://www.bilibili.com/video/BV1DRMpzpEgW,科普
【老高&amp;小茉 Mr &amp; Mrs Gao】人类起源哪里？进化论？神创论？还是尼比鲁的阿努纳奇？九集大合集一次看个爽！,苹果树下_Apple_Tree,120152,194,46,170:38,1672987877,BV1ZW4y157AB,https://www.bilibili.com/video/BV1ZW4y157AB,科普
世界上“最凶猛”的10种恐龙，霸王龙垫底，第一名咬合力22吨,A地球科普,1104,0,1,21:34,1750208049,BV1bfNLzdEKe,https://www.bilibili.com/video/BV1bfNLzdEKe,科普
“门罗效应”是什么？给炸药加个金属罩，直接影响了战争进程,蛋哥扯蛋1,374,0,1,5:47,1750206657,BV14TNjznEt8,https://www.bilibili.com/video/BV14TNjznEt8,科普
【儿童科普纪录片】孩子们喜欢的动画知识课堂 看动画学知识（30主题 全310集）,好运一串串,26712,12,5,26:33,1746607567,BV17jV8zcEw7,https://www.bilibili.com/video/BV17jV8zcEw7,科普
张永泉：医疗纠纷案件代理全流程实务指引,智元法律课堂,87,0,0,,0,,https://www.bilibili.com/video/,科普
这个人类最难的问题，如今有答案了吗？,新石器公园,1120801,5953,4019,23:28,1712232000,BV1pJ4m1578c,https://www.bilibili.com/video/BV1pJ4m1578c,科普
每天了解一个国家——巴林,好奇罗盘,147631,132,358,2:21,1749813879,BV1EbMzzLEpS,https://www.bilibili.com/video/BV1EbMzzLEpS,科普
妻子和他儿子生了孩子，妻子还向留守村民出售儿子的“交配权”，是否违法？如果要离婚应该怎么做？【法律科普】,第七翼刀,867806,6195,4318,6:50,1748253782,BV1M2j1zqEPd,https://www.bilibili.com/video/BV1M2j1zqEPd,科普
印度这次脸丢大了,燕三嘤嘤嘤,4792491,16181,4885,21:31,1746963295,BV1Y3E3zJEbV,https://www.bilibili.com/video/BV1Y3E3zJEbV,科普
为什么医院不再轻易给你输液了？风险无异于小型手术？【人类打针史】,医学边界,703230,1913,2049,14:54,1748608200,BV1uV7WzCEHF,https://www.bilibili.com/video/BV1uV7WzCEHF,科普
5天生命成长蜕变营,柳智宇的分享,465,0,0,,0,,https://www.bilibili.com/video/,科普
呵人类，你对逻辑一无所知！【揭露“杠精”文化的究极本质】,汤质看本质,381443,5688,1828,30:27,1559895581,BV1h4411K7Cx,https://www.bilibili.com/video/BV1h4411K7Cx,科普
自由意志崩塌：科学实验如何挑战“自我决定”,科学漫聊,6299,62,6,51:1,1750078800,BV1EnMvzNEuy,https://www.bilibili.com/video/BV1EnMvzNEuy,科普
科普,摇宝夫妇,151008,6,9,0:37,1741420890,BV1Vw99YSEUf,https://www.bilibili.com/video/BV1Vw99YSEUf,科普
【不废话】人类每年要吃掉多少只鸡？,不废话の君,98385,1875,181,3:5,1749956720,BV1LTMszPExw,https://www.bilibili.com/video/BV1LTMszPExw,科普
地磁场异常，难怪昨晚失眠了？,中气爱怎么说,1637001,2869,8371,1:35,1748885177,BV1sR7QzEETS,https://www.bilibili.com/video/BV1sR7QzEETS,科普
【赠实体课件】清华韩秀云精品课（第三季）,韩秀云讲经济,66977,0,0,,0,,https://www.bilibili.com/video/,科普
【恐怖直立猿】我真的没有开挂！！！,龙女之声,947352,6473,2215,18:26,1648723699,BV1pS4y117sp,https://www.bilibili.com/video/BV1pS4y117sp,科普
什么原理？#动物的迷惑行为 #万物皆有灵性,gy2492,1648,0,0,1:3,1742360202,BV1MCQdYkEFB,https://www.bilibili.com/video/BV1MCQdYkEFB,科普
老视频【进化史诗】合集,龙女之声,863957,2944,1180,186:21,1554462448,BV19b411g7vo,https://www.bilibili.com/video/BV19b411g7vo,科普
【上新5折】周国平的哲学私房课,吴晓波频道,773572,0,0,,0,,https://www.bilibili.com/video/,科普
向系外行星投放微生物，人类能否主导一场“外星版”寒武纪生命大爆发？德国科学家提出创世计划,灵犀档案,30447,119,83,16:33,1749553200,BV1TUT6ztEgQ,https://www.bilibili.com/video/BV1TUT6ztEgQ,科普
宇宙里这些“东西”，真的更可怕     。,宇宙世界0,320592,1834,799,21:33,1749744465,BV19SMwzKEYi,https://www.bilibili.com/video/BV19SMwzKEYi,科普
这是一份来自祖宗的食谱，接好了！,芳斯塔芙,1936878,8543,2389,13:7,1643441385,BV1Ku41127xw,https://www.bilibili.com/video/BV1Ku41127xw,科普
